Neighborhood_FID,Total number of buildings,Percentage of impervious land,Percentage of water,Percentage of vegetation,Distance from center,Percentage of German citizens,Amount of residents per building,Percentage of Houses with building year under 1919,Percentage of Houses with building year 1919-1948,Percentage of Houses with building year 1948-1978,Percentage of Houses with building year 1979-1995,Percentage of Houses with building year 1996-2008,Percentage of Houses with building year >2009,Percentage of Age Group under 18,Percentage of Age Group 18-29,Percentage of Age Group 30-49,Percentage of Age Group 50-64,Percentage of Age Group >65,Percentage of Household size 1,Percentage of Household size 2,Percentage of Household size 3,Percentage of Household size 4,Percentage of Household size 5,Percentage of Household size >=6,City_Name,Land_Value
63.0,3786,0.6061237576146201,0.0,0.3938762423853799,0.0238179924776366,0.8381460091811047,1.7836767036450079,0.22239830956154252,0.15161119915478077,0.5821447437929212,0.008716323296354992,0.018225039619651346,0.0,0.13075670072560344,0.20154005627128685,0.3170442766177995,0.18332592921664445,0.16674070783355546,0.4846110800223839,0.3209289311695579,0.10576385002797986,0.05847789591494124,0.018186905428091774,0.012031337437045327,Bremen,462.9
64.0,4032,0.321670717666624,0.0006396315722144,0.6776896507611616,0.0385251463268445,0.8544642857142857,1.9444444444444444,0.15625,0.2586805555555556,0.44717261904761907,0.058779761904761904,0.0441468253968254,0.0,0.16339285714285715,0.16084183673469388,0.3065051020408163,0.1982142857142857,0.17168367346938776,0.4426013691416535,0.3088467614533965,0.12822538177988416,0.08346498156924698,0.02632964718272775,0.010531858873091101,Bremen,457.79999999999995
65.0,2602,0.5477326968973747,0.0,0.4522673031026253,0.0266003753206182,0.8574406002501042,1.843966179861645,0.1960030745580323,0.25864719446579554,0.46887009992313605,0.050345887778631825,0.008070714834742506,0.0,0.15089620675281368,0.1709045435598166,0.31825760733639014,0.19153814089203836,0.16882034180908712,0.46513535684987695,0.3129614438063987,0.12387202625102543,0.07260049220672682,0.013535684987694831,0.011894995898277276,Bremen,455.0
66.0,250,0.1952358611276977,0.012774033950354,0.7919901049219483,0.0406192388159042,0.9347826086956522,2.392,0.0,0.164,0.62,0.036,0.0,0.0,0.11538461538461539,0.06354515050167224,0.16387959866220736,0.15551839464882944,0.3511705685618729,0.5459459459459459,0.2864864864864865,0.10270270270270271,0.04864864864864865,0.016216216216216217,0.0,Bremen,50.2
67.0,303,0.7089911486101765,0.1406387494176717,0.1503701019721517,0.0391129083402495,0.8108108108108109,1.7095709570957096,0.052805280528052806,0.0627062706270627,0.6072607260726073,0.0,0.0,0.1848184818481848,0.138996138996139,0.15057915057915058,0.3436293436293436,0.21621621621621623,0.14092664092664092,0.5261194029850746,0.31343283582089554,0.11567164179104478,0.022388059701492536,0.022388059701492536,0.0,Bremen,347.0
68.0,3928,0.5094161958568738,0.0,0.4905838041431262,0.0576159795260924,0.7451282051282051,1.9857433808553973,0.17464358452138493,0.28793279022403256,0.36634419551934827,0.09343177189409368,0.04506109979633401,0.0,0.17551282051282052,0.1655128205128205,0.2915384615384615,0.1885897435897436,0.17833333333333334,0.44148791745859356,0.2956828672278034,0.1306000543035569,0.07738256855824056,0.03502579418951941,0.01982079826228618,Bremen,352.7
69.0,4572,0.3700386729086098,0.0,0.6299613270913902,0.053162760654213,0.7618549511854951,1.8818897637795275,0.03783902012248469,0.22287839020122485,0.515748031496063,0.04024496937882765,0.13867016622922135,0.004374453193350831,0.18700604370060436,0.16515574151557416,0.2791724779172478,0.17596466759646676,0.19409576940957693,0.4566620562471185,0.3118948824343015,0.12586445366528354,0.0714615029967727,0.023282618718303366,0.010834485938220378,Bremen,308.6
70.0,4711,0.4081204584613079,0.0005992958274028,0.5912802457112892,0.0678532101023843,0.72818063395571,1.9554234769687964,0.1333050307790278,0.32010188919549987,0.42984504351517727,0.04860963701974103,0.03905752494162598,0.0029717682020802376,0.18541033434650456,0.17694311767260096,0.29407294832826747,0.18595310464611375,0.15794615718627877,0.48406779661016947,0.2684745762711864,0.10711864406779661,0.0831638418079096,0.03480225988700565,0.022372881355932205,Bremen,269.7
72.0,3921,0.3241911561376606,0.000125694461902,0.6756831494004374,0.0886374809979738,0.8593344347415625,2.1611833715888804,0.0665646518745218,0.3894414690130069,0.3180311145116042,0.09563886763580719,0.05712828360112216,0.0,0.1718196837384942,0.16249704979938637,0.2901817323578003,0.19695539296672174,0.18055227755487374,0.3850430914651098,0.32388101195440644,0.15151515151515152,0.0936891854323047,0.026132888518209618,0.019738671114817904,Bremen,197.8
73.0,3248,0.201154055525313,0.0212738160043549,0.7775721284703321,0.114876423775278,0.9124513618677043,2.0572660098522166,0.056342364532019705,0.12192118226600986,0.4097906403940887,0.22844827586206898,0.0874384236453202,0.0018472906403940886,0.15818617180484884,0.13349296617779108,0.27401975456450167,0.20891948518407663,0.22568093385214008,0.39622015915119363,0.3494694960212202,0.14290450928381962,0.08322281167108753,0.014257294429708222,0.013925729442970823,Bremen,181.0
74.0,130,0.0573149035171753,0.129957574928151,0.8127275215546736,0.1655027862632277,1.0,2.746153846153846,0.26153846153846155,0.09230769230769231,0.2230769230769231,0.06923076923076923,0.023076923076923078,0.0,0.1792717086834734,0.08403361344537816,0.3277310924369748,0.20448179271708683,0.19607843137254902,0.3787878787878788,0.4393939393939394,0.045454545454545456,0.09090909090909091,0.045454545454545456,0.0,Bremen,26.9
75.0,5212,0.2012589153223876,0.0008616150495428,0.7978794696280695,0.1278006382312382,0.8942380591357089,2.02455871066769,0.039716039907904836,0.047582501918649274,0.7294704528012279,0.09171143514965464,0.040483499616270145,0.0005755947812739831,0.16461334344200151,0.1443328278999242,0.2663002274450341,0.206027293404094,0.22175890826383624,0.4081755940394684,0.3292388240032219,0.14418042690294,0.08880386629077729,0.02396294804671768,0.005638340716874748,Bremen,181.8
76.0,4327,0.1528011576740202,0.0004725200082691,0.8467263223177106,0.1475003879698366,0.9562990781836804,2.0307372313381093,0.05615900161774902,0.07048763577536399,0.6547261382019876,0.10145597411601572,0.046914721516061936,0.0013866420152530623,0.14305223625810856,0.13474450893365197,0.24092409240924093,0.20803459656310458,0.2787071810629339,0.4172301527673429,0.35587277736038064,0.13473578762834962,0.0743801652892562,0.016278487352867518,0.0015026296018031556,Bremen,207.90000000000003
77.0,3148,0.0711710134780325,0.000385086644495,0.9284438998774724,0.16616758402934,0.9093285410880575,1.9444091486658195,0.0349428208386277,0.06893265565438374,0.5406607369758577,0.1454891994917408,0.06734434561626429,0.06385006353240152,0.13233131841202417,0.1682731579807221,0.23427544518869467,0.19392256167292926,0.2752818166966182,0.4156110920917494,0.34953782951044166,0.1485792536802465,0.07771311194796303,0.007531667237247518,0.0010270455323519343,Bremen,209.4
78.0,3632,0.2977281353358998,0.0740118202027869,0.6282600444613132,0.2041065956204279,0.8869401816473536,1.7582599118942732,0.17015418502202642,0.10214757709251102,0.33590308370044053,0.23045154185022027,0.07874449339207049,0.009636563876651983,0.14265580958346383,0.1536172878170999,0.2641716254306295,0.20247416222987785,0.24193548387096775,0.4972677595628415,0.30510018214936246,0.10746812386156648,0.06800242865816636,0.017304189435336976,0.004857316332726169,Bremen,273.9
79.0,2780,0.3487572453089694,0.0161116023184988,0.6351311523725317,0.1850880206280774,0.7624690484612664,2.033812949640288,0.16870503597122302,0.13884892086330936,0.5035971223021583,0.048561151079136694,0.030575539568345324,0.0683453237410072,0.18783162362928899,0.18429430491687301,0.2488503714184648,0.1862398302087018,0.19667492041032897,0.4206041828040279,0.29938032532920217,0.13400464756003097,0.09024012393493416,0.03214562354763749,0.023625096824167312,Bremen,175.3
80.0,2543,0.069763651181744,0.0,0.930236348818256,0.1886478910426602,0.942702500933184,2.106960283130161,0.04797483287455761,0.08100668501769563,0.6378293354305938,0.11915060951631931,0.020841525756979944,0.0011797090051120724,0.16722657708100036,0.1269130272489735,0.24094811496827173,0.20007465472191116,0.2683837252706234,0.33187963366768425,0.40034888791975576,0.13868294810292195,0.10510248582642825,0.01744439598778892,0.0065416484954208464,Bremen,192.6
81.0,3684,0.1815391361543521,0.0001566072603125,0.8183042565853353,0.2119094847165364,0.892722371967655,2.014115092290988,0.038002171552660155,0.10396308360477742,0.6832247557003257,0.06894679695982628,0.04343105320304017,0.0008143322475570033,0.16536388140161726,0.12129380053908356,0.27884097035040434,0.20067385444743935,0.2349056603773585,0.37720848056537104,0.36042402826855124,0.13987043580683156,0.09982332155477032,0.018256772673733806,0.00441696113074205,Bremen,168.2
82.0,4261,0.3352047977542427,0.0603972608566203,0.604397941389137,0.2240724000320643,0.9045536403395935,1.82445435343816,0.12039427364468434,0.12039427364468434,0.606899788781976,0.08096690917624971,0.02863177657826801,0.0,0.13853871880627733,0.14033959351685105,0.27514792899408286,0.19629534345253408,0.2503215847697453,0.47717528373266077,0.32559899117276164,0.11475409836065574,0.06809583858764187,0.009079445145018916,0.005296343001261034,Bremen,167.6
83.0,4709,0.2607456194244427,0.0765279791600108,0.6627264014155464,0.2522326277448297,0.8315634528440753,2.019749416011892,0.12847738373327672,0.14928859630494798,0.5196432363559143,0.10469314079422383,0.0471437672541941,0.0006370779358674878,0.19430133529597307,0.15634528440752812,0.2720008411313216,0.1815792240563558,0.19955840605614553,0.41732835123773937,0.3178421298458664,0.1317141522652966,0.08944418496029892,0.02452125175151798,0.01914992993928071,Bremen,139.8
84.0,2141,0.254995086799869,0.1897723550605961,0.5552325581395349,0.2811130321122116,0.9525133194347927,2.0163475011676786,0.1256422232601588,0.11816907986921998,0.508640822045773,0.11816907986921998,0.058851004203643156,0.0,0.15890664813527913,0.12277044243687746,0.2522585128561501,0.20731989807736853,0.26499884178827887,0.3951571354971664,0.3359093250901597,0.1524987120041216,0.09634209170530654,0.013910355486862442,0.0061823802163833074,Bremen,134.2
85.0,5974,0.114614024749558,0.0002160675702219,0.88516990768022,0.263029314235274,0.8932212028542303,1.9705390023434886,0.026615333110143958,0.08972212922664881,0.7042182792099096,0.07766990291262135,0.04553063274188149,0.0005021760964178105,0.172443085287122,0.14942235813795446,0.26478083588175333,0.20064559972816853,0.21542643560992183,0.40073597056117755,0.33357865685372584,0.13836246550137996,0.09291628334866606,0.02465501379944802,0.009751609935602576,Bremen,132.4
86.0,1455,0.1062886709845497,0.1086224988240402,0.7850888301914101,0.2993987694517824,0.9663722826086957,2.0233676975945016,0.08041237113402062,0.0859106529209622,0.6185567010309279,0.10240549828178694,0.016494845360824743,0.0,0.16032608695652173,0.12669836956521738,0.2673233695652174,0.23097826086956522,0.22282608695652173,0.35257410296411856,0.4040561622464899,0.1544461778471139,0.0748829953198128,0.01170046801872075,0.00234009360374415,Bremen,108.8
87.0,1008,0.0664505382314484,0.1600544500367179,0.7734950117318335,0.3277439266716823,0.9653846153846154,2.3214285714285716,0.09623015873015874,0.10416666666666667,0.35714285714285715,0.20734126984126985,0.09821428571428571,0.0,0.1683760683760684,0.1123931623931624,0.2794871794871795,0.23504273504273504,0.20982905982905983,0.22063666300768386,0.44017563117453345,0.1800219538968167,0.1525795828759605,0.003293084522502744,0.003293084522502744,Bremen,111.2
88.0,5910,0.059178409492004,0.0003149520784122,0.9405066384295838,0.132732536185463,0.9571874761941037,2.221150592216582,0.03874788494077834,0.047884940778341795,0.4071065989847716,0.18223350253807108,0.15972927241962775,0.0040609137055837565,0.1653843223889693,0.10124171554810696,0.2600746552906224,0.2017216424163937,0.276224575302811,0.29277998862990334,0.4187985597877582,0.15046427894637104,0.11445897290126966,0.021224180405533446,0.0022740193291642978,Bremen,342.2
