;Grid_Code;households_total_units;hhtyp_single;hhtyp_couples_wout_child;hhtyp_couples_with_child;hhtyp_single_parent;hhtyp_multiplepers_wout_nuclear;hhleb_single;hhleb_married_couples;hhleb_registered_partner;hhleb_nonmarital_partner;hhleb_single_mothers;hhleb_single_fathers;hhleb_multipers_wout_nuclear;hhgr_1_pers;hhgr_2_pers;hhgr_3_pers;hhgr_4_pers;hhgr_5_pers;hhgr_6_more;fams_seniors_only;fams_seniors_young;fams_wout_seniors
5311;100mN33281E42357;29;4;11;11;3;0;4;21;0;0;3;0;0;4;11;6;3;0;5;0;0;0
5312;100mN33281E42358;33;9;10;8;3;4;9;18;0;0;3;0;4;9;13;4;3;4;0;0;0;0
5313;100mN33281E42359;31;5;12;12;3;0;5;22;0;3;0;0;0;5;14;7;4;0;0;0;0;0
5314;100mN33281E42360;73;30;10;14;11;8;30;19;0;5;11;0;8;30;21;9;6;5;3;0;0;0
5315;100mN33281E42361;75;51;15;8;0;0;51;22;0;0;0;0;0;51;15;3;0;3;3;0;0;0
5316;100mN33281E42362;41;6;6;22;7;0;6;24;0;4;6;0;0;6;7;10;10;5;3;0;0;0
5317;100mN33281E42363;42;11;11;13;5;3;11;22;0;3;4;0;3;11;17;6;8;0;0;0;0;0
5318;100mN33281E42364;35;13;7;12;3;0;13;16;0;3;0;0;0;13;7;3;8;3;3;0;0;0
5319;100mN33281E42365;26;7;7;11;0;0;7;14;0;4;0;0;0;7;7;3;4;4;0;0;0;0
5320;100mN33281E42366;69;21;26;16;4;3;21;37;0;5;3;0;3;21;27;14;5;0;0;0;0;0
5321;100mN33281E42367;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5322;100mN33281E42368;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5323;100mN33281E42369;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5324;100mN33281E42370;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5325;100mN33281E42371;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5326;100mN33281E42372;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5327;100mN33281E42373;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5328;100mN33281E42374;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5329;100mN33281E42375;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5330;100mN33281E42376;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5331;100mN33281E42377;7;3;4;0;0;0;3;4;0;0;0;0;0;3;4;0;0;0;0;0;0;0
5332;100mN33281E42378;20;8;5;6;0;0;8;10;0;0;0;0;0;8;5;5;0;0;0;0;0;0
5333;100mN33281E42379;24;9;7;6;0;0;9;11;0;3;0;0;0;9;8;4;3;0;0;0;0;0
5334;100mN33281E42380;14;3;7;4;0;0;3;10;0;0;0;0;0;3;6;3;0;0;0;0;0;0
5335;100mN33281E42381;12;3;3;4;0;0;3;7;0;0;0;0;0;3;5;0;3;0;0;0;0;0
5336;100mN33281E42382;17;0;7;8;0;0;0;12;0;3;0;0;0;0;8;4;4;0;0;0;0;0
5337;100mN33281E42383;9;3;4;3;0;0;3;5;0;3;0;0;0;3;4;3;0;0;0;0;0;0
5338;100mN33281E42384;5;3;3;0;0;0;3;3;0;0;0;0;0;3;3;0;0;0;0;0;0;0
5339;100mN33281E42385;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5340;100mN33281E42386;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5341;100mN33281E42387;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5342;100mN33281E42388;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5343;100mN33281E42389;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5344;100mN33281E42390;3;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5345;100mN33281E42391;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5346;100mN33281E42392;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5347;100mN33281E42393;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5348;100mN33281E42394;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5349;100mN33281E42395;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5350;100mN33281E42396;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5351;100mN33281E42397;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5352;100mN33281E42398;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5353;100mN33281E42399;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5354;100mN33281E42400;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5355;100mN33281E42401;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5356;100mN33281E42402;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5357;100mN33281E42403;5;3;0;0;0;0;3;0;0;0;0;0;0;3;3;0;0;0;0;0;0;0
5358;100mN33281E42404;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5359;100mN33281E42405;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5360;100mN33281E42406;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5361;100mN33281E42407;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5362;100mN33281E42408;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5363;100mN33281E42409;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5364;100mN33281E42410;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5365;100mN33281E42411;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5366;100mN33281E42412;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5367;100mN33281E42413;34;20;6;3;4;3;20;5;0;3;4;0;3;20;10;3;3;0;0;0;0;0
5368;100mN33281E42414;36;19;4;5;3;6;19;8;0;0;3;0;6;19;7;6;3;3;0;0;0;0
5369;100mN33281E42415;55;13;15;15;10;3;13;27;0;3;9;0;3;13;19;18;4;0;0;0;0;0
5370;100mN33281E42416;6;0;3;0;0;0;0;0;0;3;0;0;0;0;3;3;0;0;0;0;0;0
5371;100mN33281E42417;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5372;100mN33281E42418;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5373;100mN33281E42419;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5374;100mN33281E42420;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5375;100mN33281E42421;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5376;100mN33281E42422;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5377;100mN33281E42423;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5378;100mN33281E42424;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5379;100mN33281E42425;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5380;100mN33281E42426;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5381;100mN33281E42427;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5382;100mN33281E42428;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5383;100mN33281E42429;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5384;100mN33281E42430;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5385;100mN33281E42431;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5386;100mN33281E42432;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5387;100mN33281E42433;15;7;4;4;0;0;7;6;0;3;0;0;0;7;3;4;3;0;0;0;0;0
5388;100mN33281E42434;3;0;0;3;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5389;100mN33281E42435;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5390;100mN33281E42436;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5391;100mN33281E42437;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5392;100mN33281E42438;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5393;100mN33281E42439;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5394;100mN33281E42440;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5395;100mN33281E42441;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5396;100mN33281E42442;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5397;100mN33281E42443;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5398;100mN33281E42444;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5399;100mN33281E42445;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5400;100mN33281E42446;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5401;100mN33281E42447;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5402;100mN33281E42448;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5403;100mN33281E42449;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5404;100mN33281E42450;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5405;100mN33281E42451;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5406;100mN33281E42452;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5407;100mN33281E42453;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5408;100mN33281E42454;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5409;100mN33281E42455;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5410;100mN33281E42456;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5411;100mN33281E42457;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5412;100mN33281E42458;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5413;100mN33281E42459;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5414;100mN33281E42460;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5415;100mN33281E42461;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5416;100mN33281E42462;23;12;4;4;0;3;12;7;0;0;0;0;3;12;6;0;0;3;3;0;0;0
5417;100mN33281E42463;52;28;3;12;5;4;28;9;0;6;3;3;4;28;9;6;5;0;3;0;0;0
5418;100mN33281E42464;42;27;4;5;4;3;27;6;0;3;4;0;3;27;8;3;3;3;0;0;0;0
5419;100mN33281E42465;28;8;5;5;9;0;8;9;0;0;9;0;0;8;7;7;3;0;3;0;0;0
5420;100mN33281E42466;36;7;5;18;4;3;7;20;0;3;3;0;3;7;10;8;9;0;3;0;0;0
5421;100mN33281E42467;51;32;12;3;0;4;32;9;0;5;0;0;4;32;13;3;3;0;0;0;0;0
5422;100mN33281E42468;45;22;6;10;4;3;22;16;0;0;4;0;3;22;11;5;5;0;0;0;0;0
5423;100mN33281E42469;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5424;100mN33281E42470;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5425;100mN33281E42471;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5426;100mN33281E42472;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5427;100mN33281E42473;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5428;100mN33281E42474;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5429;100mN33281E42475;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5430;100mN33281E42476;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5431;100mN33281E42477;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5432;100mN33281E42478;18;12;3;3;0;0;12;3;0;3;0;0;0;12;3;3;0;0;0;0;0;0
5433;100mN33281E42479;78;48;12;10;3;6;48;22;0;0;3;0;6;48;16;11;3;0;0;0;0;0
5434;100mN33281E42480;50;36;7;3;5;0;36;8;0;0;3;3;0;36;12;0;0;0;0;0;0;0
5435;100mN33281E42481;31;14;5;9;0;3;14;14;0;0;0;0;3;14;8;0;7;0;0;0;0;0
5436;100mN33281E42482;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5437;100mN33281E42483;7;3;3;3;0;0;3;4;0;0;0;0;0;3;3;0;0;0;0;0;0;0
5438;100mN33281E42484;11;3;6;3;0;0;3;8;0;0;0;0;0;3;6;0;3;0;0;0;0;0
5439;100mN33281E42485;9;4;0;3;0;0;4;4;0;0;0;0;0;4;3;0;0;0;0;0;0;0
5440;100mN33281E42486;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5441;100mN33281E42487;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5442;100mN33281E42488;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5443;100mN33281E42489;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5444;100mN33281E42490;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5445;100mN33281E42491;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5446;100mN33281E42492;5;0;3;3;0;0;0;5;0;0;0;0;0;0;3;0;0;0;0;0;0;0
5447;100mN33281E42493;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5448;100mN33281E42494;3;0;3;0;0;0;0;3;0;0;0;0;0;0;3;0;0;0;0;0;0;0
5449;100mN33281E42495;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5450;100mN33281E42496;5;0;0;3;0;0;0;3;0;0;0;0;0;0;0;3;0;0;0;0;0;0
5451;100mN33281E42497;24;3;3;15;3;0;3;16;0;3;3;0;0;3;5;5;9;0;0;0;0;0
5452;100mN33281E42498;17;4;3;10;0;0;4;9;0;4;0;0;0;4;3;6;4;0;0;0;0;0
5453;100mN33281E42499;20;4;6;9;0;0;4;12;0;3;0;0;0;4;5;3;5;3;0;0;0;0
5454;100mN33281E42500;27;0;6;19;3;0;0;25;0;0;3;0;0;0;6;7;12;0;0;0;0;0
5455;100mN33281E42501;24;3;3;19;0;0;3;22;0;0;0;0;0;3;3;7;10;0;0;0;0;0
5456;100mN33281E42502;5;0;3;3;0;0;0;5;0;0;0;0;0;0;3;0;0;3;0;0;0;0
5457;100mN33281E42503;5;0;3;3;0;0;0;3;0;3;0;0;0;0;3;0;3;0;0;0;0;0
5458;100mN33281E42504;3;0;0;3;0;0;0;3;0;0;0;0;0;0;0;0;0;3;0;0;0;0
5459;100mN33281E42505;36;13;11;11;0;0;13;20;0;3;0;0;0;13;12;3;5;0;3;0;0;0
5460;100mN33281E42506;13;4;6;3;0;0;4;9;0;0;0;0;0;4;6;0;0;0;0;0;0;0
5461;100mN33281E42507;17;4;9;3;0;0;4;9;0;3;0;0;0;4;10;0;3;0;0;0;0;0
5462;100mN33281E42508;55;31;14;5;3;3;31;16;0;3;3;0;3;31;17;6;0;0;0;0;0;0
5463;100mN33281E42509;35;14;10;8;0;3;14;16;0;3;0;0;3;14;12;8;0;0;0;0;0;0
5464;100mN33281E42510;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5465;100mN33281E42511;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5466;100mN33281E42512;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5467;100mN33281E42513;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5468;100mN33281E42514;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5469;100mN33281E42515;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5470;100mN33281E42516;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5471;100mN33281E42517;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5472;100mN33282E42344;4;3;0;3;0;0;3;3;0;0;0;0;0;3;0;0;3;0;0;0;0;0
5473;100mN33282E42345;13;4;6;3;0;0;4;7;0;3;0;0;0;4;6;3;0;0;0;0;0;0
5474;100mN33282E42346;29;9;10;6;3;0;9;14;0;3;3;0;0;9;13;0;6;0;0;0;0;0
5475;100mN33282E42347;39;13;18;6;3;0;13;21;0;3;3;0;0;13;18;6;0;0;0;0;0;0
5476;100mN33282E42348;85;54;17;6;5;3;54;19;0;4;3;3;3;54;22;5;4;0;0;0;0;0
5477;100mN33282E42349;54;16;17;13;6;3;16;25;0;5;4;3;3;16;20;10;5;3;0;0;0;0
5478;100mN33282E42350;62;25;21;10;6;0;25;25;0;6;5;0;0;25;23;11;3;0;0;0;0;0
5479;100mN33282E42351;41;8;10;13;10;0;8;16;0;7;7;3;0;8;14;8;8;3;0;0;0;0
5480;100mN33282E42352;13;3;5;3;4;0;3;6;0;0;3;0;0;3;8;3;0;0;0;0;0;0
5481;100mN33282E42353;8;3;3;3;0;3;3;4;0;0;0;0;3;3;4;0;0;0;0;0;0;0
5482;100mN33282E42354;3;0;3;0;0;0;0;0;0;3;0;0;0;0;3;0;0;0;0;0;0;0
5483;100mN33282E42355;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5484;100mN33282E42356;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5485;100mN33282E42357;22;5;8;3;5;0;5;11;0;0;3;0;0;5;10;3;3;3;0;0;0;0
5486;100mN33282E42358;61;22;20;9;8;3;22;20;0;9;8;0;3;22;25;7;5;3;0;0;0;0
5487;100mN33282E42359;24;9;5;5;5;0;9;10;0;0;4;0;0;9;8;3;5;0;0;0;0;0
5488;100mN33282E42360;68;28;18;11;7;4;28;18;0;11;7;0;4;28;24;8;8;0;0;0;0;0
5489;100mN33282E42361;50;24;18;5;3;0;24;20;0;3;3;0;0;24;19;4;3;0;0;0;0;0
5490;100mN33282E42362;58;23;11;15;6;3;23;23;0;3;6;0;3;23;16;6;10;0;3;0;0;0
5491;100mN33282E42363;20;6;3;6;4;0;6;8;0;0;4;0;0;6;5;8;0;0;0;0;0;0
5492;100mN33282E42364;17;6;4;4;3;0;6;7;0;0;3;0;0;6;3;6;3;0;0;0;0;0
5493;100mN33282E42365;25;9;9;5;3;0;9;13;0;0;3;0;0;9;11;4;0;0;0;0;0;0
5494;100mN33282E42366;22;6;8;6;0;0;6;12;0;3;0;0;0;6;10;3;3;0;0;0;0;0
5495;100mN33282E42367;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5496;100mN33282E42368;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5497;100mN33282E42369;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5498;100mN33282E42370;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5499;100mN33282E42371;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5500;100mN33282E42372;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5501;100mN33282E42373;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5502;100mN33282E42374;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5503;100mN33282E42375;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5504;100mN33282E42376;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5505;100mN33282E42377;7;4;0;0;0;0;4;3;0;0;0;0;0;4;3;0;0;0;0;0;0;0
5506;100mN33282E42378;52;24;17;7;3;0;24;21;0;3;3;0;0;24;20;6;3;0;0;0;0;0
5507;100mN33282E42379;21;5;9;5;0;0;5;14;0;0;0;0;0;5;9;3;3;0;0;0;0;0
5508;100mN33282E42380;10;0;8;0;0;0;0;6;0;3;0;0;0;0;7;3;0;0;0;0;0;0
5509;100mN33282E42381;18;3;7;5;3;0;3;11;0;0;3;0;0;3;10;0;5;0;0;0;0;0
5510;100mN33282E42382;15;3;5;4;4;0;3;9;0;0;3;0;0;3;9;0;3;0;0;0;0;0
5511;100mN33282E42383;6;0;3;3;0;0;0;5;0;0;0;0;0;0;3;0;3;0;0;0;0;0
5512;100mN33282E42384;3;0;3;0;0;0;0;3;0;0;0;0;0;0;3;0;0;0;0;0;0;0
5513;100mN33282E42385;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5514;100mN33282E42386;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5515;100mN33282E42387;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5516;100mN33282E42388;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5517;100mN33282E42389;9;3;3;3;3;0;3;4;0;0;0;0;0;3;4;3;0;0;0;0;0;0
5518;100mN33282E42390;21;7;11;3;0;0;7;12;0;0;0;0;0;7;12;0;0;0;0;0;0;0
5519;100mN33282E42391;11;4;4;3;0;0;4;5;0;0;0;0;0;4;4;3;0;0;0;0;0;0
5520;100mN33282E42392;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5521;100mN33282E42393;21;17;3;0;0;0;17;3;0;0;0;0;0;17;4;0;0;0;0;0;0;0
5522;100mN33282E42394;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5523;100mN33282E42395;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5524;100mN33282E42396;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5525;100mN33282E42397;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5526;100mN33282E42398;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5527;100mN33282E42399;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5528;100mN33282E42400;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5529;100mN33282E42401;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5530;100mN33282E42402;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5531;100mN33282E42403;26;14;8;3;0;3;14;7;0;3;0;0;3;14;10;3;0;0;0;0;0;0
5532;100mN33282E42404;60;28;14;9;8;0;28;18;0;5;8;0;0;28;19;7;4;3;0;0;0;0
5533;100mN33282E42405;11;4;3;0;5;0;4;0;0;0;5;0;0;4;3;3;3;0;0;0;0;0
5534;100mN33282E42406;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5535;100mN33282E42407;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5536;100mN33282E42408;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5537;100mN33282E42409;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5538;100mN33282E42410;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5539;100mN33282E42411;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5540;100mN33282E42412;7;6;0;0;0;0;6;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0
5541;100mN33282E42413;56;16;21;8;6;5;16;23;0;6;6;0;5;16;29;7;3;0;0;0;0;0
5542;100mN33282E42414;38;14;9;11;3;3;14;15;0;5;3;0;3;14;13;8;3;0;0;0;0;0
5543;100mN33282E42415;29;13;7;5;4;0;13;10;0;3;3;0;0;13;8;4;3;0;3;0;0;0
5544;100mN33282E42416;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0
5545;100mN33282E42417;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5546;100mN33282E42418;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5547;100mN33282E42419;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5548;100mN33282E42420;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5549;100mN33282E42421;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5550;100mN33282E42422;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5551;100mN33282E42423;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5552;100mN33282E42424;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5553;100mN33282E42425;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5554;100mN33282E42426;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5555;100mN33282E42427;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
